image_path,instruction,description,input
006144.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white cat sits in front of a computer screen, looking intently at the screen. There's a second cat, mostly out of frame, sitting behind it. The computer is showing a variety of websites, including a screen shot of a news program.","label_boundingbox:{tvmonitor: {'xyxy': {'Left': 24, 'Top': 13, 'Right': 396, 'Bottom': 417}},cat: {'xyxy': {'Left': 74, 'Top': 108, 'Right': 269, 'Bottom': 500}}},
caption:two cats sitting in front of a computer.,
image_embedding:[0.01, -0.18, -0.16, 0.35, 0.32, -0.24, -0.84, -0.14, -0.23, -0.84, -0.34, -0.9, -0.7, 0.09, -0.58, -1.02, -0.67, -0.62, -0.2, 0.36, 0.62, -1.5, 0.72, 0.49, -0.12, 0.19, 0.42, 0.85, 0.18, 0.23, 1.13, 0.76, -1.01, 0.35, -0.14, -0.36, 0.09, -0.72, -0.13, -0.03, -0.94, 0.81, -0.35, 0.83, -1.91, 0.69, -0.41, -0.12, -0.25, 1.28, 0.6, 0.37, -0.49, -0.0, -0.9, -0.61, 0.32, 0.06, 0.51, -0.9, 0.05, 0.56, 0.63, -0.31]"
007591.jpg,Provide a detailed and accurate description of the image within 50 words.,"A bright orange bus sits parked on a city street, the bus is covered in dust. the bus has a white roof and has a license plate that reads VWO 806. There is another vehicle partially visible in the image, obscured by the front of the bus.","label_boundingbox:{bus: {'xyxy': {'Left': 16, 'Top': 90, 'Right': 309, 'Bottom': 415}}},
caption:an old bus parked on the side of the road.,
image_embedding:[-0.01, -0.26, 0.48, -0.43, -1.21, -0.2, -0.37, -0.46, 0.03, 0.08, 0.21, -0.56, 0.23, -0.01, 0.73, 0.08, -0.28, 0.52, 0.19, 0.17, 0.37, -0.08, 0.49, 0.09, 0.53, 0.66, -0.08, 0.51, 0.7, 0.94, -0.08, -1.14, -0.74, -0.1, 0.39, -0.6, -0.01, -1.11, 0.73, 0.03, 0.07, -0.3, -0.07, -0.02, -2.72, 0.12, 0.79, -0.54, -0.2, 1.38, 0.1, 0.3, -0.55, -0.78, 0.04, -0.2, 0.34, -0.29, -0.47, 0.14, -0.53, 1.52, 0.52, -0.17]"
006613.jpg,Provide a detailed and accurate description of the image within 50 words.,A black motorcycle is parked in front of a graffiti covered wall. The graffiti includes a large face and the word Jole. The wall is next to a building with two storefront windows.  One window has a surfer riding a wave and the other has a sign for Signmakers Superwide.,"label_boundingbox:{motorbike: {'xyxy': {'Left': 312, 'Top': 164, 'Right': 436, 'Bottom': 276}}},
caption:a man on a motorcycle in front of a wall.,
image_embedding:[0.29, 0.89, 0.39, -0.07, 0.44, -0.25, -0.47, 0.14, 0.51, -0.33, 0.13, -1.62, -0.48, 0.02, -0.27, 0.03, -0.02, 0.54, -0.52, 0.52, 0.36, -0.34, -0.15, -0.44, 0.01, -0.16, -0.18, 0.64, -0.24, -0.17, -0.57, 0.68, -1.42, 0.13, -0.05, 0.75, 0.12, 1.21, -0.02, -0.09, -0.69, -0.05, 0.84, -0.15, -2.97, 0.22, -0.06, -0.13, 0.52, 0.17, 0.04, -0.52, 0.08, 0.25, 0.74, -0.62, -1.11, -0.53, -0.21, 0.61, -0.17, 0.26, 0.13, -0.31]"
005357.jpg,Provide a detailed and accurate description of the image within 50 words.,A young woman in a white coat stands outside a building and smiles as she holds up two fingers in a peace sign. The car parked in front of the building is a white Renault Clio. The sign above the door reads The Cooperage.,"label_boundingbox:{person: {'xyxy': {'Left': 295, 'Top': 131, 'Right': 343, 'Bottom': 267}},car: {'xyxy': {'Left': 0, 'Top': 202, 'Right': 407, 'Bottom': 375}}},
caption:a person standing next to a car.,
image_embedding:[-0.4, 1.88, 0.49, -0.27, -1.03, -0.24, 0.62, 0.83, -0.42, 0.47, -1.24, 0.32, 0.21, -0.02, 0.34, -0.17, 0.06, -0.09, -0.25, -0.17, -0.79, -0.93, -0.41, 0.18, 0.16, -0.15, -0.13, -0.01, -0.06, -0.65, 0.22, -0.21, -0.63, -0.8, 0.59, -0.12, 0.7, -0.61, -0.43, 0.07, -0.8, -0.0, 0.89, -0.2, -1.94, -0.07, 0.21, 0.1, -0.23, 0.2, -0.46, 0.62, -0.16, 0.94, 0.13, -0.24, -0.36, -0.49, -0.79, 0.9, -0.27, -0.7, -0.65, 0.07]"
007597.jpg,Provide a detailed and accurate description of the image within 50 words.,"A rocking chair sits on a wooden platform beside a pile of chopped firewood. The platform extends from a large, old bus, turned into a living space. A tree branches over the scene.","label_boundingbox:{chair: {'xyxy': {'Left': 292, 'Top': 145, 'Right': 373, 'Bottom': 244}}},
caption:a backyard with a table and chairs.,
image_embedding:[-0.37, 0.88, -0.1, 0.03, 0.24, -0.67, 0.93, -0.02, -0.38, -0.3, 0.26, -1.02, -0.39, 0.02, -0.24, 0.02, 0.49, -0.01, -0.16, -0.21, -0.31, -0.0, -0.62, 0.2, -0.31, -0.28, 0.62, 0.0, 0.23, -0.76, -0.31, 0.81, -0.95, 0.37, -1.06, -0.91, -0.09, 0.4, 0.62, 0.46, -1.1, -1.06, 0.7, 0.09, -3.82, 0.46, -0.17, 0.51, 0.65, -0.13, -0.13, 0.16, -0.23, 0.89, -0.12, 0.17, -0.98, -0.71, 0.7, -0.18, -0.36, -0.3, 0.43, -0.08]"
007617.jpg,Provide a detailed and accurate description of the image within 50 words.,"Two classic Porsche 911s sit parked on a racetrack. The one in the foreground is a bright blue, while the one in the background is a dark green. Both cars are in pristine condition, and the image captures their classic lines and timeless style.","label_boundingbox:{car: {'xyxy': {'Left': 67, 'Top': 81, 'Right': 436, 'Bottom': 273}}},
caption:two cars parked next to each other.,
image_embedding:[-0.36, 0.56, -0.32, 0.0, -0.0, 0.25, 0.1, 0.69, -0.55, -0.54, -0.99, 0.39, -0.47, 0.27, -0.52, -0.34, 0.15, 0.19, -0.2, 0.05, -0.07, -0.34, 0.51, 0.32, 0.02, 0.16, -0.0, 0.0, 0.52, 0.13, 0.31, 0.55, -0.39, -0.13, 0.64, 0.1, -0.03, -0.33, 0.44, -0.27, -0.86, -0.05, 0.07, 0.89, -2.78, -0.52, 0.53, 0.16, 0.14, -0.99, -0.3, -0.14, -0.84, 0.52, -0.48, 0.71, 0.46, -0.55, 0.7, -0.03, -0.65, 1.39, 0.03, -1.05]"
009071.jpg,Provide a detailed and accurate description of the image within 50 words.,"A white Saab Aero X concept car is parked on a shiny, metallic floor. The car is a coupe with a sleek, modern design. The car has a black rear end and large, chrome wheels. The car is lit by overhead lights, and the reflection of the car can be seen on the floor.","label_boundingbox:{car: {'xyxy': {'Left': 62, 'Top': 81, 'Right': 467, 'Bottom': 285}}},
caption:a white sports car in a garage.,
image_embedding:[-0.71, 0.19, 0.48, -0.16, 0.42, -0.22, -0.22, -0.06, -0.52, 0.62, 0.74, -0.74, -0.11, -0.89, -1.49, -1.3, -0.13, 0.38, -0.03, -0.3, 0.59, 0.48, 1.38, 0.0, 0.01, 0.36, 0.93, -0.01, -0.08, 0.76, -0.06, -0.49, 0.27, -0.31, -0.39, -0.5, -0.54, 0.17, 1.42, -0.19, -0.38, 0.6, 0.18, -0.01, -3.12, -0.93, -0.59, 0.29, -0.25, -0.2, 0.81, -1.07, 0.09, -0.39, 0.98, -0.15, -0.1, -0.45, -0.26, 0.68, -0.66, 0.69, -0.33, -0.14]"
003226.jpg,Provide a detailed and accurate description of the image within 50 words.,"A man sits on a ledge, wearing a dark jacket and jeans. he holds a clear bottle in his hand. his eyes are downcast, and his face appears tired and weary. the image has a slightly somber tone.  the shadows and low light emphasize the man's solitary appearance.","label_boundingbox:{person: {'xyxy': {'Left': 65, 'Top': 39, 'Right': 298, 'Bottom': 488}}},
caption:a man sitting on a curb.,
image_embedding:[-0.98, 0.95, -0.23, -0.09, -0.37, -0.07, -1.17, 0.47, 0.16, -0.34, -1.37, -0.09, 1.28, -1.03, 0.35, -0.0, -0.49, 0.95, 0.42, 0.06, -0.53, -0.41, -0.12, -0.4, -0.6, 0.29, -0.64, 0.56, 0.2, -0.31, -0.73, 0.4, -0.08, -0.59, 0.02, -0.47, 0.56, 0.44, 0.12, -0.18, -0.41, 0.37, 0.46, -0.0, -2.54, 0.06, 0.2, 0.07, 0.91, -0.52, -0.76, 0.38, 0.02, -0.02, -0.08, -0.23, 0.56, -0.31, 0.01, -0.07, -0.25, 1.85, -0.03, 0.02]"
000316.jpg,Provide a detailed and accurate description of the image within 50 words.,"A fighter jet flies high in the sky, a small dark shape against a light grey sky. The jet is flying to the right, its wings spread out. The image is taken from a distance, so the jet appears small and distant.","label_boundingbox:{aeroplane: {'xyxy': {'Left': 337, 'Top': 180, 'Right': 403, 'Bottom': 210}}},
caption:a plane flying in the sky.,
image_embedding:[-0.42, 0.64, -0.6, 0.22, -0.08, -0.07, 0.01, -0.0, 0.37, -0.24, 0.22, -0.45, -0.12, -0.43, -0.5, -0.04, 0.54, 0.12, -0.3, -0.31, 0.39, -0.33, 0.63, -0.37, -0.36, -0.46, -0.42, 0.02, 0.21, 0.42, -0.08, -0.52, -0.28, -0.63, -0.23, -0.6, 0.74, 0.11, -0.08, 0.04, -0.36, 0.2, 0.04, 0.08, -3.91, 0.18, 0.36, -0.07, 0.9, 0.67, -0.1, 0.07, 0.11, 0.65, -0.21, -0.15, 0.1, -0.19, -0.39, 0.82, -0.01, 0.62, 0.45, -0.41]"
007328.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young mother with dreadlocks smiles as she holds her baby close. The baby is looking at the camera with a serious expression.  The mother is wearing a tank top and jeans, and the baby is wearing a white shirt. They are both looking relaxed and happy.","label_boundingbox:{person: {'xyxy': {'Left': 25, 'Top': 6, 'Right': 249, 'Bottom': 432}}},
caption:a woman holding a baby,
image_embedding:[-0.65, 0.23, -0.04, -0.35, -0.09, -0.81, -0.07, -0.12, -0.54, -0.18, 0.07, -0.96, 0.06, 0.24, -0.38, -1.57, -0.2, 0.01, 0.02, 0.06, 0.2, -0.46, 0.05, -0.46, 0.06, -0.71, -0.31, 0.69, -0.27, 0.3, -0.54, -0.83, -0.62, 0.03, -0.11, -0.09, 0.02, -0.27, -0.17, 0.51, -0.65, 0.16, -0.04, -0.19, -4.5, 0.15, -0.92, 0.08, 0.63, -0.39, -0.79, -0.62, 0.11, 0.25, 0.08, -0.83, -0.41, 0.02, 0.63, 0.23, 0.14, 1.99, -0.06, 0.24]"
006804.jpg,Provide a detailed and accurate description of the image within 50 words.,"Four young girls stand on the steps of a large, green John Deere tractor. The girls are dressed in casual clothing and smile for the camera. The tractor is large and imposing, with a large tire in the background.  A fun outing for this group of friends!","label_boundingbox:{bus: {'xyxy': {'Left': 54, 'Top': 1, 'Right': 375, 'Bottom': 499}},person: {'xyxy': {'Left': 155, 'Top': 261, 'Right': 262, 'Bottom': 460}}},
caption:two children on a tractor.,
image_embedding:[-0.38, -0.02, -1.02, -1.17, 0.28, 0.5, -0.7, 0.07, 0.09, 0.03, -0.09, 0.51, 0.12, -0.17, -1.02, -0.34, -0.7, -0.54, -0.24, 0.9, 0.23, -0.17, 0.03, -0.94, 0.4, 0.53, -0.81, 0.01, 0.05, 0.55, 0.19, -0.49, 0.2, -0.66, 0.49, -0.11, 0.3, -0.34, 0.99, -0.71, 0.14, 0.32, -0.78, -0.26, -2.74, 0.21, -0.46, 1.37, -0.21, -0.85, 0.34, 0.09, -0.35, 0.07, 0.78, -0.65, -0.01, -0.43, -0.81, -0.22, -0.23, 1.54, 0.59, -0.13]"
000507.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young woman in a formal gown sits in the back of a convertible, waving to the crowd.  She is likely a newly crowned queen, with a sign bearing her name and years of reign displayed on the back of the car.  The crowd cheers her on.","label_boundingbox:{person: {'xyxy': {'Left': 59, 'Top': 158, 'Right': 122, 'Bottom': 262}},car: {'xyxy': {'Left': 0, 'Top': 162, 'Right': 500, 'Bottom': 375}}},
caption:a woman in a convertible car.,
image_embedding:[-0.85, 0.95, 0.76, 0.0, -0.26, -0.49, -0.16, 0.59, 0.26, 0.15, 1.03, -1.0, 0.23, 0.5, -0.27, -0.33, 0.19, -0.65, 0.5, 0.11, 0.22, -0.98, -0.25, 0.35, -0.38, -0.38, -0.25, -0.15, -0.18, -0.11, 1.65, -0.48, 0.02, -0.17, -0.74, 0.18, 0.28, 0.02, -0.26, 0.1, 0.52, 0.9, 0.05, -0.2, -4.14, 0.22, -0.78, -0.23, 0.25, 0.38, -0.02, -1.13, 0.06, 1.34, -0.92, 0.29, 0.2, -0.87, -0.47, -0.81, 0.1, 0.96, 0.02, -0.29]"
006834.jpg,Provide a detailed and accurate description of the image within 50 words.,"A small green parrot perches on a hand, its head turned towards the camera, almost as if asking for a treat. The parrot's feathers are a vibrant green, and its small beak is partially open.  The background is a blurry green, likely from foliage.","label_boundingbox:{bird: {'xyxy': {'Left': 204, 'Top': 24, 'Right': 449, 'Bottom': 363}}},
caption:a green parrot being fed by a hand,
image_embedding:[-0.63, -0.5, 0.6, -0.23, 0.0, -0.03, 0.17, 0.7, 0.64, -1.35, 0.0, 0.82, -0.14, -0.04, -1.46, -0.7, -0.73, -0.06, -0.1, 0.48, -0.01, -1.11, 0.58, -0.23, -0.19, -0.64, -0.49, 0.51, -0.17, -0.05, 0.45, -0.23, 0.57, -1.04, 0.22, 0.42, 0.14, 0.02, -0.26, 0.37, 0.57, -0.42, 1.34, 0.89, -5.74, 0.15, -0.33, 0.86, 0.14, -0.53, -1.45, -0.52, 0.74, 0.06, 0.28, -0.43, -0.46, -0.14, -0.0, -1.15, -0.68, 0.11, 0.27, -0.73]"
009062.jpg,Provide a detailed and accurate description of the image within 50 words.,A white bus is reflected in the large windows of a building. There are green bushes in front of the building and a red pillar in the corner of the building. A no parking sign can be seen in the reflection of the window.,"label_boundingbox:{pottedplant: {'xyxy': {'Left': 337, 'Top': 206, 'Right': 368, 'Bottom': 248}},bus: {'xyxy': {'Left': 87, 'Top': 130, 'Right': 386, 'Bottom': 216}}},
caption:a bus parked in front of a building.,
image_embedding:[-0.8, 0.38, 0.43, 0.21, 0.64, 0.0, -0.15, -0.12, 0.26, 0.14, -0.94, -0.54, -0.0, 0.27, -0.07, -0.87, -0.23, 0.81, -0.11, -0.21, -0.13, 0.06, -0.64, 0.0, 0.38, 0.37, 0.26, 0.12, -0.08, -0.01, 1.28, -0.0, 0.21, 0.38, 0.29, 0.82, 0.26, 0.81, 1.11, 0.11, 0.08, -0.07, 0.71, -0.57, -2.79, 0.34, -0.1, 0.18, -0.01, -0.03, 0.12, 0.07, 0.4, 0.03, 0.2, -0.23, -0.63, 0.07, -0.4, 0.61, 0.23, 0.83, 0.87, -1.11]"
000925.jpg,Provide a detailed and accurate description of the image within 50 words.,"Two fluffy white sheep stand in a snowy field. They both stare directly at the camera, one on the left and the other on the right.  Both are standing on muddy ground with a fence and trees behind them.","label_boundingbox:{sheep: {'xyxy': {'Left': 34, 'Top': 100, 'Right': 215, 'Bottom': 342}}},
caption:two sheeps,
image_embedding:[-1.29, 0.47, 0.95, 0.01, 1.4, 0.4, -0.84, 1.35, 0.01, 0.64, 0.0, -0.21, 0.04, 0.06, -0.05, -0.26, 0.25, 0.42, 0.6, -0.72, 0.42, -0.91, -0.34, -0.34, -0.61, 0.21, -0.54, 0.14, -0.45, -0.06, -0.21, 1.16, -0.31, -0.66, 0.06, -0.49, -0.19, -0.56, 0.09, -0.68, 0.06, 0.41, 0.77, -0.51, -4.26, -0.0, 0.31, -0.05, 0.32, -0.32, -0.37, 0.36, -0.42, 0.24, 0.04, -0.61, 0.51, -0.17, -0.02, -0.07, 0.06, 0.63, 0.01, -0.89]"
009731.jpg,Provide a detailed and accurate description of the image within 50 words.,"A black and white anhinga bird stands in a marsh, its long neck curved, looking alertly to its right.","label_boundingbox:{bird: {'xyxy': {'Left': 81, 'Top': 73, 'Right': 340, 'Bottom': 248}}},
caption:a black bird standing on a nest in the water,
image_embedding:[0.11, -0.58, -0.03, -0.31, 0.19, -0.55, 0.22, 0.32, 0.23, 0.06, 0.01, 0.14, -0.12, 0.21, -0.48, -0.39, 0.06, -0.52, -0.38, 0.42, -0.8, 0.1, 0.85, -0.46, -0.32, 0.27, -0.47, -0.67, 0.3, -0.02, -0.06, -0.84, -0.08, -0.42, -0.17, -0.4, 0.2, 0.35, 0.86, 0.02, 0.35, -0.51, -0.25, 0.23, -2.97, -0.19, -0.54, -1.05, -0.81, 0.03, -0.44, 0.65, 0.04, -0.56, 0.21, 0.12, -0.01, 0.4, -0.26, -0.69, 0.42, 0.29, -0.79, 0.1]"
006370.jpg,Provide a detailed and accurate description of the image within 50 words.,"A surfer in board shorts and a beaming smile holds his surfboard up high on a sandy beach, ready to catch some waves. There are other people in the distance enjoying the sunny day.","label_boundingbox:{Other Fish: {'xyxy': {'Left': 1, 'Top': 210, 'Right': 363, 'Bottom': 330}},person: {'xyxy': {'Left': 161, 'Top': 118, 'Right': 232, 'Bottom': 424}},boat: {'xyxy': {'Left': 0, 'Top': 215, 'Right': 373, 'Bottom': 420}}},
caption:a man holding a surfboard on the beach.,
image_embedding:[-0.14, 0.39, 0.47, -0.22, -1.21, 0.05, -0.04, -0.47, 0.94, 0.75, -0.42, 0.28, 0.82, 0.84, 0.1, 1.06, -0.82, 0.01, 0.8, 0.71, -0.17, -0.31, -0.26, 0.15, -0.32, 0.45, -0.47, 0.15, 0.82, 0.31, 1.44, -1.01, -0.55, -0.36, -0.38, -0.31, 0.3, 0.15, 1.05, 0.27, 0.58, -0.45, 0.49, 0.05, -2.65, 0.48, 0.02, -0.6, 0.38, 0.33, -0.04, -0.15, -0.6, 0.32, -0.43, -0.69, -0.03, -1.0, -0.12, -0.36, 0.53, 0.09, -1.07, -0.06]"
004756.jpg,Provide a detailed and accurate description of the image within 50 words.,"A woman on a grey horse jumps a wooden fence during a show jumping competition.  The horse is in mid-air and the rider's body language conveys a sense of focus and control. The backdrop is a lush, green forest.","label_boundingbox:{person: {'xyxy': {'Left': 229, 'Top': 82, 'Right': 309, 'Bottom': 200}},horse: {'xyxy': {'Left': 199, 'Top': 111, 'Right': 319, 'Bottom': 247}}},
caption:a horse and rider jumping over an obstacle,
image_embedding:[-1.01, 0.11, 0.61, 0.04, -0.94, -0.25, 0.49, -0.31, 0.72, 0.12, -0.65, 0.35, 0.15, -0.19, 0.33, 0.13, 0.61, -0.11, -0.46, 0.14, 0.27, -0.48, -0.13, -0.13, -0.01, -0.51, -0.78, -0.01, -0.4, 0.13, -0.29, 0.5, 0.23, -0.31, -0.11, -0.67, 0.5, 0.8, 0.76, 0.13, -0.05, 0.0, -0.59, 0.14, -5.05, -1.02, 0.13, -0.5, 0.25, -0.08, 0.23, -0.15, -0.78, -0.23, 0.17, 0.33, -1.0, -0.29, 0.01, 0.29, 0.38, -0.77, -1.24, -0.1]"
004412.jpg,Provide a detailed and accurate description of the image within 50 words.,A woman in a blue and yellow cycling uniform rides a pink bicycle at a fast pace. She is wearing a helmet and has a determined look on her face. She is participating in a bicycle race.,"label_boundingbox:{bicycle: {'xyxy': {'Left': 25, 'Top': 298, 'Right': 481, 'Bottom': 375}},person: {'xyxy': {'Left': 81, 'Top': 92, 'Right': 463, 'Bottom': 375}}},
caption:a person riding a bike.,
image_embedding:[-0.49, 1.04, -0.63, 0.06, 0.01, 0.01, 0.17, 0.17, 0.77, 0.27, -0.6, -0.2, 0.29, 0.11, -0.53, -1.04, -1.14, 0.75, -0.36, 0.23, -0.69, -0.35, 0.04, -0.07, -0.05, -0.08, -0.17, -0.06, 0.26, 0.01, -0.25, -0.36, -0.32, -0.17, 0.61, -0.55, -0.58, 0.59, -0.18, 1.17, 0.11, 0.11, 0.2, 0.12, -3.21, -0.49, -0.57, -0.14, 0.45, 0.12, 0.13, -0.55, 0.05, -0.27, -0.6, 0.16, -0.31, 0.41, 0.64, 0.49, 0.12, 0.49, -1.18, -1.08]"
003563.jpg,Provide a detailed and accurate description of the image within 50 words.,"A group of motorcyclists ride along a winding paved road, surrounded by lush green trees.  The sun glints off the motorcycles and the road as the riders enjoy the open road.  A beautiful day for a motorcycle ride.","label_boundingbox:{person: {'xyxy': {'Left': 154, 'Top': 125, 'Right': 174, 'Bottom': 157}},motorbike: {'xyxy': {'Left': 231, 'Top': 142, 'Right': 267, 'Bottom': 187}}},
caption:a person riding a motorcycle on a road.,
image_embedding:[-0.01, 0.43, 0.47, 0.08, -0.95, -0.7, 0.18, 0.21, 0.21, -1.01, -0.49, 0.55, 0.67, -1.18, 0.21, -0.37, -0.33, -0.95, 0.05, -0.94, 0.78, -0.2, -0.5, 0.01, -0.68, 0.1, 0.53, 0.41, 0.03, 0.38, -0.52, -0.44, 0.01, 0.41, 0.15, 0.54, -0.83, -0.54, 0.65, -0.04, -0.84, 0.78, -0.48, -0.73, -2.52, -0.3, -1.12, 0.46, -0.56, -0.5, -0.72, -0.32, 0.13, 0.38, 0.21, 0.36, -0.39, 0.7, 0.53, 0.19, -0.06, 1.04, 0.13, -1.04]"
009912.jpg,Provide a detailed and accurate description of the image within 50 words.,A large black water buffalo stands in a field with green foliage behind it.,"label_boundingbox:{cow: {'xyxy': {'Left': 97, 'Top': 62, 'Right': 403, 'Bottom': 352}}},
caption:a cow,
image_embedding:[-1.21, -0.11, -0.44, -0.19, -0.16, -0.16, -1.11, 0.66, -0.27, -0.02, -0.09, -0.12, 0.06, -0.24, -0.03, -0.31, 0.47, 0.14, 0.3, -0.69, 0.07, -0.07, -0.12, -0.18, -0.17, 0.05, -0.63, 0.86, 1.33, -0.07, 0.67, 0.93, -0.19, 0.25, -0.1, -0.41, 0.07, 0.53, -0.06, -0.16, 0.27, 0.5, 0.16, -0.5, -4.92, 0.33, 0.47, 0.02, 1.22, 0.01, -0.73, -0.07, -0.13, 0.97, 0.0, -0.97, 0.03, -1.43, -0.33, -0.14, -0.68, 0.12, 0.03, -0.11]"
006087.jpg,Provide a detailed and accurate description of the image within 50 words.,"A young woman with sunglasses on sits in the passenger seat of a car, holding a long, thin pastry in her right hand. She looks at the camera and smiles. The seat is grey fabric and the back seat is visible behind her.","label_boundingbox:{diningtable: {'xyxy': {'Left': 0, 'Top': 204, 'Right': 211, 'Bottom': 375}},sofa: {'xyxy': {'Left': 0, 'Top': 22, 'Right': 500, 'Bottom': 375}},person: {'xyxy': {'Left': 0, 'Top': 0, 'Right': 253, 'Bottom': 344}}},
caption:a woman sitting in a car.,
image_embedding:[0.12, -0.06, 0.26, 0.01, 0.4, 0.42, -0.47, -0.48, -0.19, 0.28, 0.31, -0.36, 0.64, 0.67, -0.07, 0.13, 1.01, 0.14, -0.0, -0.63, -0.46, -1.21, -0.66, -0.86, -0.38, 0.53, -0.84, 0.15, 0.35, 0.11, -0.43, 0.59, 0.88, 0.81, -0.16, -1.13, 0.07, 0.03, -0.85, 0.15, -0.08, 0.55, -0.16, -0.07, -2.17, 0.22, 0.07, -1.19, 0.85, 0.1, 0.04, -0.36, 0.45, 0.69, 0.13, -1.09, 0.14, -0.16, -0.91, -0.49, 0.26, 0.07, 0.16, -0.42]"
005272.jpg,Provide a detailed and accurate description of the image within 50 words.,"Two sailboats race across the water on a sunny day. The sailboats are in the foreground, with a cityscape and a large building with a green roof in the background.  The sailboats have numbers on them, and the water is choppy.","label_boundingbox:{person: {'xyxy': {'Left': 111, 'Top': 181, 'Right': 145, 'Bottom': 209}},boat: {'xyxy': {'Left': 67, 'Top': 0, 'Right': 242, 'Bottom': 229}}},
caption:two sailboats in the water.,
image_embedding:[-0.13, 0.37, 0.59, 0.01, -2.0, -0.2, -0.41, -0.28, -0.14, -0.06, -0.42, -1.05, -0.81, 0.56, -0.26, 0.69, 0.69, 0.39, -0.38, 0.53, 0.35, -0.01, -0.55, -0.42, -0.55, 0.55, 0.36, 0.09, -1.07, -0.16, -0.18, 0.36, 0.73, -0.05, 0.74, 0.0, 0.97, -0.85, -0.13, 0.03, -0.51, -0.04, 0.68, 0.08, -3.96, 0.83, -1.17, 0.2, -0.07, 0.48, 0.58, 0.8, 0.42, 0.26, 0.13, 0.68, -0.24, -0.17, -0.14, 0.1, -0.01, 0.18, -0.39, 0.26]"
006788.jpg,Provide a detailed and accurate description of the image within 50 words.,"A hiker stands at the top of a snow-covered mountain, gazing out at the snowy landscape below. A vast city can be seen in the distance, and the hiker is equipped with a large backpack and snowshoes.  The sun shines brightly on the snowy scene.","label_boundingbox:{person: {'xyxy': {'Left': 81, 'Top': 109, 'Right': 205, 'Bottom': 375}}},
caption:a person on a snowy mountain.,
image_embedding:[0.1, -0.11, -0.02, 0.01, -1.34, 0.05, 0.09, 0.54, 0.34, -0.31, -0.07, 0.39, -0.58, 0.21, 0.6, 0.06, 0.69, -0.0, -0.58, 0.04, 0.15, 0.02, -0.32, 0.0, 0.01, 0.41, -0.85, 0.34, -0.58, -0.27, 0.9, 0.21, -0.24, -0.07, 0.54, -0.77, -0.43, -0.04, -0.5, 0.59, 0.03, 0.76, 0.27, 0.5, -2.39, 1.11, -0.5, -0.22, 0.23, -0.08, -0.26, -0.29, 0.07, -0.06, 0.18, -0.89, -0.28, -0.74, 0.15, -0.2, 0.49, -0.02, 0.86, -0.04]"
